"Id","LotFrontage","LotArea","OverallQual","OverallCond","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","TotRmsAbvGrd","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","SalePrice","ExterQualRank","ExterCondRank","BsmtQualRank","BsmtCondRank","HeatingQCRank","CentralAirRank","KitchenQualRank","FirePlaceQuRank","GarageQualRank","GarageCondRank","BsmtFinType1Rank","BsmtFinType2Rank","NeighborhoodRank","HouseAge","RemodeledFlag","PoolFlag"
423,100,21750,5,5,0,0,0,988,988,988,0,0,988,0,1,0,2,4,2,520,0,0,0,0,0,0,0,113000,3,3,3,3,1,2,3,3,3,3,6,6,12,1949,0,0
424,80,9200,8,5,473,986,0,484,1470,1470,1160,0,2630,1,2,1,4,8,3,696,0,66,0,0,0,0,0,315000,2,3,2,3,2,2,2,3,3,3,1,6,25,1993,0,0
425,72,9000,6,5,74,616,0,580,1196,1196,0,0,1196,1,1,0,2,6,1,297,0,44,0,0,0,0,0,139000,3,3,2,3,2,2,3,2,3,3,5,6,11,1951,0,0
426,60,3378,7,8,0,0,0,651,651,707,682,0,1389,0,1,1,3,6,1,240,0,0,126,0,0,0,0,135000,3,2,3,3,2,2,3,2,3,3,6,6,6,1987,1,0
427,82,12800,7,5,145,1518,0,0,1518,1644,0,0,1644,1,2,0,2,5,2,569,80,0,0,0,396,0,0,275000,2,3,2,3,2,2,2,3,3,3,1,6,13,1984,0,0
428,77,8593,4,6,0,288,0,619,907,907,0,0,907,0,1,0,3,5,1,352,0,0,0,0,0,0,0,109008,3,3,3,3,1,2,3,3,3,3,4,6,11,1952,0,0
429,64,6762,7,5,108,664,0,544,1208,1208,0,0,1208,1,2,0,2,6,2,628,105,54,0,0,0,0,0,195400,2,3,2,3,1,2,2,2,3,3,1,6,17,2002,0,0
430,130,11457,6,5,0,1005,0,387,1392,1412,0,0,1412,1,2,0,3,6,2,576,0,0,169,0,0,0,0,175000,3,3,2,3,3,2,2,3,3,3,1,6,22,1983,0,0
431,21,1680,6,5,232,387,0,96,483,483,504,0,987,0,1,1,2,4,1,264,0,0,0,0,0,0,0,85400,3,3,3,3,3,2,3,3,3,3,2,6,3,1966,0,0
432,60,5586,6,7,0,0,0,901,901,1088,110,0,1198,0,1,0,4,7,0,0,0,98,0,0,0,0,0,79900,3,3,3,3,2,2,3,2,3,3,6,6,6,1993,1,0
433,24,1920,5,5,376,471,0,294,765,765,600,0,1365,1,1,1,2,6,2,440,240,36,0,0,0,0,0,122500,3,3,3,3,1,2,3,3,3,3,2,6,3,1966,0,0
434,100,10839,6,5,0,0,0,926,926,926,678,0,1604,0,2,1,3,7,2,470,0,36,0,0,0,0,0,181000,3,3,2,3,1,2,3,3,3,3,6,6,15,1993,1,0
435,21,1890,4,7,0,495,0,135,630,630,0,0,630,1,1,0,1,3,0,0,88,0,0,0,0,0,0,81000,3,2,2,3,2,2,3,3,3,3,2,6,1,1967,0,0
436,43,10667,7,6,0,385,344,70,799,827,834,0,1661,1,2,1,3,6,2,550,158,61,0,0,0,0,0,212000,2,3,2,3,1,2,2,3,3,3,1,2,17,1991,0,0
437,40,4400,6,8,0,0,0,648,648,734,384,0,1118,0,1,0,2,6,2,440,0,0,0,0,0,0,0,116000,3,3,4,3,3,2,3,2,3,3,6,6,6,1945,1,0
438,50,6000,6,7,0,0,0,884,884,904,0,0,904,0,1,0,2,4,1,180,0,0,105,0,0,0,0,119000,2,3,3,3,2,2,3,2,3,3,6,6,4,1999,1,0
439,40,4280,5,6,0,365,0,75,440,694,0,0,694,0,1,0,2,4,1,352,0,0,34,0,0,0,0,90350,3,3,3,3,3,1,2,2,2,3,5,6,18,1997,1,0
440,67,12354,6,8,0,0,0,684,684,684,512,0,1196,0,1,0,3,7,2,528,0,46,0,0,0,0,800,110000,3,3,3,4,2,2,2,2,3,3,6,6,5,1995,1,0
441,105,15431,10,5,200,1767,539,788,3094,2402,0,0,2402,1,2,0,2,10,3,672,0,72,0,0,170,0,0,555000,1,3,1,3,1,2,1,2,3,3,1,2,24,2003,0,0
442,92,12108,4,4,270,133,0,1307,1440,1440,0,0,1440,0,2,0,4,8,0,0,0,0,0,0,0,0,0,118000,3,3,3,3,3,1,4,3,3,3,2,6,5,1950,0,0
443,52,6240,5,7,0,0,0,1078,1078,1128,445,0,1573,0,2,0,3,8,2,360,0,0,0,0,0,0,0,162900,3,3,3,3,3,2,3,2,3,3,6,6,4,1987,1,0
444,53,3922,7,5,72,0,0,1258,1258,1258,0,0,1258,0,2,0,2,6,3,648,144,16,0,0,0,0,0,172500,2,3,1,3,1,2,2,2,3,3,6,6,16,2002,1,0
445,70,8750,7,5,0,642,0,273,915,933,975,0,1908,1,2,1,4,8,2,493,144,133,0,0,0,0,0,210000,2,2,2,3,1,2,2,3,3,3,1,6,17,1990,1,0
446,73,9855,6,5,0,0,0,1436,1436,1689,0,0,1689,0,1,0,3,7,2,480,0,0,0,0,0,0,0,127500,3,3,3,3,4,2,3,2,3,3,6,6,5,1951,0,0
447,137,16492,6,6,0,247,713,557,1517,1888,0,0,1888,0,2,1,2,6,2,578,0,0,0,0,0,0,0,190000,2,3,3,3,1,2,2,2,3,3,2,4,11,1997,1,0
448,75,11214,7,5,0,0,0,930,930,956,930,0,1886,0,2,1,4,10,2,431,89,0,0,0,0,0,0,199900,2,3,2,3,2,2,2,3,3,3,6,6,15,1994,1,0
449,50,8600,6,6,0,0,0,780,780,780,596,0,1376,0,2,0,3,7,1,198,0,0,0,0,0,0,0,119500,3,3,3,3,3,2,3,2,3,3,6,6,2,1945,1,0
450,50,6000,3,7,0,331,0,318,649,679,504,0,1183,0,1,1,2,6,1,308,0,176,0,0,0,0,0,120000,3,2,3,3,1,2,3,2,3,3,2,6,6,1997,1,0
451,70,5684,6,8,0,0,0,813,813,813,0,0,813,0,1,0,2,5,1,270,0,113,0,0,0,0,0,110000,3,3,3,3,1,2,2,2,4,4,6,6,6,2000,1,0
452,62,70761,7,5,0,655,0,878,1533,1533,0,0,1533,1,2,0,2,5,2,576,200,54,0,0,0,0,0,280000,3,3,2,3,3,2,2,3,3,3,2,6,19,1970,0,0
453,68,9303,6,5,42,742,0,130,872,888,868,0,1756,1,2,1,3,7,2,422,144,122,0,0,0,0,0,204000,2,3,1,3,1,2,3,3,3,3,2,6,22,1992,1,0
454,75,9000,8,5,0,0,0,768,768,786,804,0,1590,0,2,1,3,6,2,676,0,30,0,0,0,0,0,210000,2,3,2,3,1,2,2,2,3,3,6,6,20,2003,0,0
455,63,9297,5,5,0,1606,0,122,1728,1728,0,0,1728,2,2,0,4,8,2,560,0,0,0,0,0,0,0,188000,3,3,3,3,3,2,3,3,3,3,2,6,12,1971,0,0
456,80,9600,7,6,320,916,0,326,1242,1242,0,0,1242,0,1,1,3,6,2,528,0,0,0,0,0,0,0,175500,3,3,3,3,4,2,3,3,3,3,2,6,14,1968,0,0
457,34,4571,5,5,0,0,0,624,624,624,720,0,1344,0,1,0,4,7,3,513,0,0,96,0,0,0,0,98000,3,3,3,3,4,1,3,2,4,4,6,6,6,1945,1,0
458,65,53227,4,6,0,1116,0,248,1364,1663,0,0,1663,1,1,0,2,6,2,529,224,137,0,0,0,0,0,256000,3,3,2,3,1,2,2,2,3,3,3,6,19,1989,1,0
459,55,5100,8,7,0,0,0,588,588,833,833,0,1666,0,1,0,3,7,1,228,192,63,0,0,0,0,0,161000,3,2,3,3,4,2,2,2,3,3,6,6,6,1991,1,0
460,57,7015,5,4,161,185,0,524,709,979,224,0,1203,1,1,0,3,5,1,352,0,0,248,0,0,0,0,110000,3,3,3,3,3,2,2,3,3,3,5,6,4,1945,0,0
461,75,8004,8,5,110,544,0,288,832,832,1103,0,1935,1,2,1,3,8,2,552,0,150,0,0,0,0,0,263435,2,3,2,3,1,2,3,3,3,3,1,6,20,2004,0,0
462,60,7200,7,9,0,350,210,0,560,575,560,0,1135,1,1,0,3,6,2,576,256,0,0,0,0,0,0,155000,2,2,2,2,1,2,2,2,3,3,2,3,9,2002,1,0
463,60,8281,5,5,0,553,311,0,864,864,0,0,864,0,1,0,3,5,1,360,0,0,236,0,0,0,0,62383,3,3,3,3,2,2,3,5,3,3,4,3,7,1960,0,0
464,74,11988,6,7,0,326,0,389,715,849,811,0,1660,0,1,1,3,6,1,240,0,0,0,0,0,0,0,188700,3,3,3,3,4,2,3,2,3,3,5,6,18,1990,1,0
465,60,8430,5,5,136,616,0,424,1040,1040,0,0,1040,0,2,0,3,5,0,0,0,0,0,0,0,0,0,124000,3,3,2,3,3,2,3,3,3,3,4,6,17,1973,0,0
466,43,3072,7,5,18,0,0,1375,1375,1414,0,0,1414,0,2,0,2,6,2,398,144,20,0,0,0,0,0,178740,2,3,2,3,1,2,2,3,3,3,6,6,16,1999,0,0
467,85,10628,7,5,0,778,0,499,1277,1277,0,0,1277,1,1,0,2,5,2,526,0,0,0,0,176,0,0,167000,3,2,3,2,3,2,3,5,3,3,1,6,11,1965,0,0
468,79,9480,5,7,224,386,0,342,728,888,756,0,1644,0,1,1,3,7,1,312,168,0,0,0,0,0,0,146500,3,3,3,3,1,2,2,2,3,3,5,6,11,1990,1,0
469,98,11428,8,5,248,0,0,1626,1626,1634,0,0,1634,0,2,0,3,7,3,866,0,44,0,0,0,0,0,250000,2,3,2,3,1,2,2,2,3,3,6,6,24,2001,0,0
470,76,9291,6,5,120,426,0,406,832,832,878,0,1710,0,2,1,3,7,2,506,144,70,0,0,0,0,0,187000,2,3,2,3,1,2,2,3,3,3,1,6,13,1988,0,0
471,41,6820,8,5,0,368,1120,0,1488,1502,0,0,1502,1,1,1,1,4,2,528,0,54,0,0,140,0,0,212000,2,3,2,3,3,2,2,3,3,3,1,3,23,1980,0,0
472,92,11952,7,6,0,0,0,808,808,1161,808,0,1969,0,2,1,3,8,2,534,0,0,0,0,276,0,0,190000,3,3,2,3,3,2,3,2,3,3,6,6,14,1972,0,0
473,35,3675,6,5,80,459,0,88,547,1072,0,0,1072,1,1,0,2,5,2,525,0,28,0,0,0,0,0,148000,3,3,2,3,1,2,3,2,3,3,1,6,5,2000,0,0
474,110,14977,8,5,304,1350,0,626,1976,1976,0,0,1976,1,2,0,2,7,3,908,250,63,0,0,0,0,0,440000,2,3,1,3,1,2,2,1,3,3,1,6,24,2002,1,0
475,41,5330,8,5,0,1196,0,298,1494,1652,0,0,1652,1,2,0,2,6,2,499,96,48,0,0,0,0,0,251000,2,3,2,3,1,2,1,2,3,3,1,6,23,1995,0,0
476,80,8480,5,6,0,630,0,340,970,970,0,0,970,1,1,0,2,5,2,624,0,24,0,0,192,0,0,132500,3,3,3,3,3,2,3,2,3,3,1,6,7,1958,0,0
477,75,13125,6,5,215,994,0,484,1478,1493,0,0,1493,1,2,0,3,7,2,508,140,39,0,0,0,0,0,208900,3,3,2,3,1,2,2,3,3,3,1,6,17,1993,1,0
478,105,13693,9,5,772,0,0,2153,2153,2069,574,0,2643,0,2,1,3,9,3,694,414,84,0,0,0,0,0,380000,1,3,2,3,1,2,1,2,3,3,6,6,24,2001,0,0
479,79,10637,8,5,336,1288,0,417,1705,1718,0,0,1718,1,2,0,3,7,3,826,208,44,0,0,0,0,0,297000,2,3,1,3,1,2,2,2,3,3,1,6,17,2003,1,0
480,50,5925,4,7,435,168,0,739,907,1131,0,0,1131,0,1,0,2,7,2,672,0,72,0,0,0,0,0,89471,3,3,4,3,3,2,3,2,3,3,4,6,6,1995,1,0
481,98,16033,9,5,378,1261,0,572,1833,1850,0,0,1850,1,2,0,3,8,3,772,519,112,0,0,0,0,0,326000,2,3,1,3,1,2,2,2,3,3,1,6,24,2000,1,0
482,72,11846,9,5,562,1567,0,225,1792,1792,0,0,1792,1,2,0,2,6,3,874,206,49,0,0,0,0,0,374000,2,3,1,3,1,2,1,2,3,3,1,6,24,1999,1,0
483,50,2500,7,8,0,299,0,611,910,916,910,0,1826,1,1,1,4,7,1,164,0,0,0,0,0,0,0,155000,2,3,3,3,1,2,1,2,4,4,2,6,6,2000,1,0
484,32,4500,6,5,116,897,0,319,1216,1216,0,0,1216,1,2,0,2,5,2,402,0,125,0,0,0,0,0,164000,3,3,1,3,1,2,3,3,3,3,1,6,12,1993,0,0
485,68,7758,5,7,0,588,0,411,999,999,0,0,999,1,1,0,3,6,1,264,0,132,0,0,0,0,0,132500,3,2,3,3,2,2,2,3,3,3,2,6,7,1996,1,0
486,80,9600,5,7,0,607,0,506,1113,1113,0,0,1113,0,1,0,3,5,1,264,0,80,120,0,0,0,0,147000,2,3,3,3,2,2,2,2,3,3,2,6,11,2002,1,0
487,79,10289,5,7,168,836,0,237,1073,1073,0,0,1073,1,1,1,3,6,2,515,0,0,0,0,0,0,0,156000,3,3,3,3,3,2,3,3,3,3,2,6,11,1960,0,0
488,70,12243,5,6,0,998,0,486,1484,1484,0,0,1484,0,2,0,3,7,2,487,224,0,0,0,180,0,0,175000,3,3,2,3,2,2,3,3,3,3,2,6,14,1966,0,0
489,60,10800,5,4,0,664,0,290,954,1766,648,0,2414,0,2,0,3,10,2,520,142,0,0,0,0,0,0,160000,3,4,3,4,3,1,3,2,3,4,3,6,6,1965,1,0
490,21,1526,4,8,0,515,0,115,630,630,0,0,630,1,1,0,1,3,1,286,0,0,0,0,0,0,0,86000,3,2,2,3,3,2,2,3,3,3,1,6,1,1997,1,0
491,42,2665,5,6,0,0,0,264,264,616,688,0,1304,0,1,1,3,4,1,336,141,24,0,0,0,0,0,115000,3,3,2,3,3,2,3,2,3,3,6,6,1,1971,0,0
492,79,9490,6,7,0,403,165,238,806,958,620,0,1578,1,1,0,3,5,1,240,0,0,32,0,0,0,0,133000,3,3,3,3,3,2,4,3,3,3,3,4,11,1945,1,0
493,105,15578,6,5,0,0,0,728,728,728,728,0,1456,0,2,1,3,8,2,429,0,0,0,0,0,0,0,172785,2,3,2,3,2,2,3,3,3,3,6,6,15,2001,0,0
494,70,7931,5,6,0,374,532,363,1269,1269,0,0,1269,0,1,1,3,6,1,308,0,0,0,0,0,0,0,155000,3,3,3,3,3,2,3,4,3,3,3,5,11,1955,0,0
495,50,5784,5,8,0,0,0,190,190,886,0,0,886,0,1,0,2,4,1,273,144,20,80,0,0,0,0,91300,3,3,4,3,2,2,3,2,3,3,6,6,6,1991,1,0
496,60,7879,4,5,0,495,0,225,720,720,0,0,720,0,1,0,2,4,0,0,0,523,115,0,0,0,0,34900,3,3,3,3,3,1,3,2,3,3,4,6,2,1945,1,0
497,98,12692,8,5,0,1231,0,1969,3200,3228,0,0,3228,1,3,0,4,10,2,546,264,75,291,0,0,0,0,430000,2,3,2,3,1,2,2,2,3,3,1,6,25,1988,1,0
498,60,9120,7,6,0,329,0,697,1026,1133,687,0,1820,1,2,0,4,8,1,240,0,100,0,0,0,0,0,184000,3,2,3,3,1,2,3,2,3,3,4,6,4,1945,1,0
499,65,7800,5,7,89,450,0,414,864,899,0,0,899,0,1,0,3,5,1,288,64,0,0,0,0,0,0,130000,3,3,3,3,1,2,2,3,3,3,2,6,7,1999,1,0
500,70,7535,5,7,0,111,279,522,912,912,0,0,912,0,1,0,2,5,1,297,12,285,0,0,0,0,480,120000,3,3,3,3,4,2,3,3,3,3,3,5,11,1980,1,0
501,21,1890,6,5,285,356,0,316,672,672,546,0,1218,0,1,1,3,7,1,264,144,28,0,0,0,0,0,113000,3,3,3,3,3,2,3,3,3,3,3,6,3,1968,0,0
502,75,9803,7,5,0,400,0,466,866,866,902,0,1768,0,2,1,3,7,2,603,0,108,0,0,0,0,0,226700,2,3,2,3,2,2,2,2,3,3,1,6,20,2000,0,0
503,70,9170,5,7,0,698,96,420,1214,1214,0,0,1214,1,1,0,2,6,2,461,0,0,184,0,0,0,400,140000,3,3,3,3,1,2,3,3,4,4,2,1,5,1960,0,0
504,100,15602,7,8,0,1247,0,254,1501,1801,0,0,1801,1,2,0,1,6,2,484,0,54,0,0,161,0,0,289000,3,3,3,3,3,2,3,3,3,3,2,6,18,1992,1,0
505,24,2308,6,5,0,257,495,103,855,855,467,0,1322,0,2,1,3,6,2,440,260,0,0,0,0,0,0,147000,3,3,3,3,3,2,3,4,3,3,2,4,10,1969,0,0
506,60,7596,5,5,360,0,0,960,960,960,1000,0,1960,0,2,0,4,10,2,400,0,0,0,0,0,0,0,124500,3,3,3,3,2,2,3,2,3,3,6,6,6,1947,0,0
507,80,9554,8,5,125,380,0,397,777,1065,846,0,1911,0,2,1,3,8,2,471,182,81,0,0,0,0,0,215000,2,3,2,3,1,2,2,3,3,3,1,6,13,1989,1,0
508,75,7862,6,5,0,27,0,1191,1218,1218,0,0,1218,0,2,0,2,4,2,676,0,102,0,0,0,0,0,208300,2,3,2,3,1,2,2,3,3,3,1,6,20,2004,0,0
509,60,9600,7,9,0,141,0,548,689,689,689,0,1378,0,2,0,3,7,2,360,0,0,116,0,0,0,0,161000,3,1,3,3,1,2,2,2,3,3,4,6,6,2000,1,0
510,80,9600,5,6,132,991,0,50,1041,1041,0,0,1041,1,1,0,3,6,1,270,224,88,0,0,0,0,0,124500,3,3,3,3,1,2,3,4,3,3,2,6,11,1954,0,0
511,75,14559,5,7,70,650,180,178,1008,1363,0,0,1363,1,1,0,2,6,1,288,324,42,0,0,168,0,2000,164900,2,3,3,3,1,2,3,3,3,3,3,4,11,1995,1,0
512,40,6792,7,5,94,0,0,1368,1368,1368,0,0,1368,0,2,0,2,6,2,474,132,35,0,0,0,0,0,202665,2,3,2,3,1,2,2,2,3,3,6,6,24,2001,1,0
513,70,9100,5,5,0,521,174,169,864,864,0,0,864,1,1,0,3,5,2,624,0,0,0,0,0,0,0,129900,3,3,3,3,3,2,3,4,3,3,3,5,11,1953,0,0
514,71,9187,6,5,0,336,0,748,1084,1080,0,0,1080,0,1,1,3,5,2,484,120,0,158,0,0,0,0,134000,3,2,3,3,3,2,3,4,3,3,2,6,12,1978,0,0
515,55,10594,5,5,0,0,0,768,768,789,0,0,789,0,1,0,2,5,1,200,0,0,112,0,0,0,0,96500,3,3,3,3,4,1,3,2,5,5,6,6,18,1945,1,0
516,94,12220,10,5,305,1436,0,570,2006,2020,0,0,2020,1,2,1,3,9,3,900,156,54,0,0,0,0,0,402861,1,3,1,3,1,2,1,2,3,3,1,6,24,2004,0,0
517,80,10448,6,6,333,0,0,689,689,1378,741,0,2119,0,2,1,3,7,2,583,0,104,0,0,0,0,0,158000,3,3,3,3,3,2,3,3,3,3,6,6,14,1967,0,0
518,79,10208,7,5,921,0,0,1264,1264,1277,1067,0,2344,0,2,1,3,7,3,889,220,0,0,0,0,0,0,265000,2,3,2,3,1,2,2,3,3,3,6,6,25,1992,1,0
519,69,9531,6,5,0,706,0,88,794,882,914,0,1796,1,2,1,3,7,2,546,0,36,0,0,0,0,0,211000,3,3,2,3,1,2,3,3,3,3,1,6,17,1993,0,0
520,53,10918,7,9,0,0,0,1276,1276,1276,804,0,2080,0,1,1,3,9,1,282,0,0,0,0,145,0,0,234000,2,3,2,3,1,2,2,2,3,3,6,6,18,1999,1,0
521,60,10800,4,7,0,0,0,0,0,694,600,0,1294,0,2,0,3,7,0,0,220,114,210,0,0,0,0,106250,3,3,3,3,3,1,3,2,3,3,6,6,6,1995,1,0
522,90,11988,6,6,0,777,0,467,1244,1244,0,0,1244,0,1,1,3,6,1,336,0,40,0,0,0,0,0,150000,3,3,3,3,1,2,3,2,3,3,4,6,11,1952,0,0
523,50,5000,6,7,0,399,0,605,1004,1004,660,0,1664,0,2,0,3,7,2,420,0,24,36,0,0,0,0,159000,3,2,3,3,1,2,3,2,3,3,2,6,4,1945,1,0
524,130,40094,10,5,762,2260,0,878,3138,3138,1538,0,4676,1,3,1,3,11,3,884,208,406,0,0,0,0,0,184750,1,3,1,3,1,2,1,2,3,3,1,6,5,2003,1,0
525,95,11787,7,5,594,719,0,660,1379,1383,1015,0,2398,1,2,1,3,8,3,834,239,60,0,0,0,0,0,315750,2,3,2,3,1,2,2,3,3,3,1,6,25,1992,1,0
526,62,7500,7,5,0,0,0,1257,1257,1266,0,0,1266,0,2,0,3,6,2,453,38,144,0,0,0,0,0,176000,2,3,2,3,1,2,2,3,3,3,6,6,20,2000,0,0
527,70,13300,5,7,0,377,0,551,928,928,0,0,928,0,1,0,2,4,1,252,261,0,156,0,0,0,0,132000,3,3,2,3,3,2,3,3,3,3,4,6,11,1995,1,0
528,67,14948,9,5,268,1330,0,122,1452,1476,1237,0,2713,1,2,1,3,11,3,858,126,66,0,0,0,0,0,446261,1,3,1,3,1,2,1,2,3,3,1,6,24,2003,0,0
529,58,9098,4,7,0,348,0,180,528,605,0,0,605,1,1,0,2,5,0,0,0,0,144,0,0,0,0,86000,3,3,3,3,1,2,3,2,3,3,2,6,5,1997,1,0
530,80,32668,6,3,0,1219,0,816,2035,2515,0,0,2515,1,3,0,4,9,2,484,0,0,200,0,0,0,0,200624,2,3,3,3,3,2,3,3,3,3,4,6,18,1970,1,0
531,85,10200,6,5,219,783,0,678,1461,1509,0,0,1509,1,2,0,3,5,2,600,224,0,0,0,0,0,0,175000,2,3,2,3,1,2,2,4,3,3,1,6,22,1984,1,0
532,60,6155,6,8,0,0,0,611,611,751,611,0,1362,0,2,0,3,6,2,502,0,0,84,0,0,0,0,128000,3,3,4,4,1,2,3,2,3,4,6,6,4,1994,1,0
533,60,7200,5,7,0,0,0,0,0,827,0,0,827,0,1,0,2,5,1,392,0,0,0,0,0,0,0,107500,3,3,3,3,1,2,3,5,3,3,2,6,11,2002,1,0
534,50,5000,1,3,0,0,0,0,0,334,0,0,334,0,1,0,1,2,0,0,0,0,0,0,0,0,0,39300,4,4,3,3,4,1,4,3,3,3,6,6,4,1945,1,0
535,74,9056,8,5,0,0,0,707,707,707,707,0,1414,0,2,1,3,6,2,403,100,35,0,0,0,0,0,178000,2,3,1,2,1,2,2,2,3,3,6,6,15,1999,0,0
536,70,7000,5,7,0,969,0,148,1117,820,527,0,1347,1,1,0,3,5,0,0,85,0,148,0,0,0,0,107500,3,3,2,3,3,2,3,2,3,3,1,6,5,1986,1,0
537,57,8924,7,5,0,0,0,880,880,880,844,0,1724,0,2,1,3,8,2,527,120,155,0,0,0,0,0,188000,3,3,2,3,1,2,2,3,3,3,6,6,17,1994,1,0
538,70,12735,4,5,0,600,0,264,864,864,0,0,864,0,1,0,3,5,2,576,216,0,0,0,0,0,0,111250,3,3,3,3,3,2,3,4,3,3,3,6,11,1967,0,0
539,71,11553,5,5,188,673,0,378,1051,1159,0,0,1159,0,1,1,3,7,1,336,466,0,0,0,0,0,0,158000,3,3,3,3,3,2,3,4,3,3,3,6,7,1963,0,0
540,73,11423,8,5,479,1358,0,223,1581,1601,0,0,1601,1,2,0,3,6,2,670,180,0,0,0,0,0,2000,272000,2,3,2,3,1,2,2,3,3,3,1,6,17,1997,1,0
541,85,14601,9,5,584,1260,0,578,1838,1838,0,0,1838,1,2,0,2,8,3,765,270,68,0,0,0,0,0,315000,1,3,1,3,1,2,1,2,3,3,1,6,22,2001,0,0
542,93,11000,8,5,72,0,0,969,969,997,1288,0,2285,0,2,1,4,8,3,648,0,56,0,0,0,0,0,248000,2,3,2,3,1,2,2,3,3,3,6,6,25,1995,0,0
543,78,10140,7,5,0,144,1127,379,1650,1680,0,0,1680,1,2,0,3,7,2,583,78,73,0,0,0,0,0,213250,2,3,1,3,1,2,2,3,3,3,5,1,14,1994,1,0
544,34,4058,7,5,182,584,139,0,723,767,0,0,767,1,1,0,1,4,1,367,120,40,0,0,0,0,0,133000,3,3,2,3,1,2,3,2,3,3,1,5,11,1993,0,0
545,58,17104,7,5,0,554,0,100,654,664,832,0,1496,1,2,1,3,7,2,426,100,24,0,0,0,0,0,179665,2,3,2,2,1,2,2,2,3,3,1,6,15,2001,0,0
546,68,13837,7,5,178,1002,202,0,1204,1377,806,0,2183,0,2,1,4,9,3,786,0,0,0,0,0,0,0,229000,2,2,2,2,2,2,2,3,3,3,1,5,14,1983,0,0
547,70,8737,6,7,0,300,0,765,1065,915,720,0,1635,0,1,1,3,6,2,440,0,38,0,144,0,0,0,210000,3,3,2,3,1,2,3,2,3,3,4,6,4,1945,1,0
548,54,7244,5,7,0,619,0,149,768,768,0,0,768,1,1,0,2,5,2,624,104,0,0,0,0,0,0,129500,3,2,2,3,1,2,3,5,3,3,2,6,12,1965,0,0
549,49,8235,5,7,0,180,645,0,825,825,0,0,825,1,1,0,2,4,2,720,140,50,0,0,0,0,0,125000,3,2,3,3,3,2,3,3,3,3,5,4,6,1990,1,0
550,75,9375,7,5,0,0,0,912,912,912,1182,0,2094,0,2,1,4,8,2,615,182,182,0,0,0,0,0,263000,2,3,2,3,1,2,2,2,3,3,6,6,20,1999,1,0
551,53,4043,6,6,0,559,0,510,1069,1069,0,0,1069,0,2,0,2,4,2,440,0,55,0,0,200,0,0,140000,3,3,2,3,3,2,3,3,3,3,2,6,10,1972,0,0
552,50,6000,5,6,0,308,0,620,928,928,0,0,928,0,1,0,3,5,1,288,0,0,0,0,0,0,0,112500,3,3,3,3,2,2,3,2,3,3,4,6,6,1952,0,0
553,87,11146,8,5,250,0,0,1709,1709,1717,0,0,1717,0,2,0,3,7,3,908,169,39,0,0,0,0,0,255500,2,3,1,3,1,2,2,2,3,3,6,6,24,2001,0,0
554,67,8777,4,5,0,0,0,0,0,1126,0,0,1126,0,2,0,2,5,2,520,0,96,0,0,0,0,0,108000,3,3,3,3,1,2,2,2,3,3,3,6,5,1998,1,0
555,85,10625,7,5,292,866,0,132,998,1006,1040,0,2046,1,2,1,3,8,3,871,320,62,0,0,0,0,0,284000,2,3,2,3,1,2,2,2,3,3,1,6,24,1999,1,0
556,58,6380,5,6,0,0,0,993,993,1048,0,0,1048,0,1,0,2,5,1,280,0,0,116,0,0,0,0,113000,3,3,3,4,3,2,3,2,3,3,6,6,4,1945,1,0
557,69,14850,5,5,0,895,0,197,1092,1092,0,0,1092,1,1,0,2,6,1,299,268,0,0,0,122,0,0,141000,3,3,3,3,3,2,3,3,3,3,4,6,11,1952,0,0
558,60,11040,4,6,0,637,0,0,637,897,439,0,1336,0,1,1,3,7,1,570,0,47,120,0,0,0,0,108000,3,3,3,3,2,2,3,2,3,3,4,6,2,1945,1,0
559,57,21872,7,5,0,604,0,125,729,729,717,0,1446,0,2,1,3,6,2,406,264,22,0,0,0,0,0,175000,3,3,2,3,1,2,3,3,3,3,1,6,15,1992,1,0
560,43,3196,7,5,18,0,0,1374,1374,1557,0,0,1557,0,2,0,2,7,2,420,143,20,0,0,0,0,0,234000,2,3,2,3,1,2,2,3,3,3,6,6,16,1999,1,0
561,72,11341,5,6,180,1302,0,90,1392,1392,0,0,1392,1,1,1,3,5,2,528,0,0,0,0,95,0,0,121500,3,3,2,3,3,2,3,2,3,3,2,6,7,1991,1,0
562,77,10010,5,5,0,1071,123,195,1389,1389,0,0,1389,1,1,0,2,6,2,418,240,38,0,0,0,0,0,170000,3,3,2,3,2,2,3,3,3,3,2,5,12,1970,1,0
563,63,13907,5,6,0,290,0,706,996,996,0,0,996,1,1,0,3,6,0,0,144,0,0,0,0,0,0,108000,3,3,3,3,1,2,3,2,3,3,3,6,5,1964,1,0
564,66,21780,6,7,0,0,0,1163,1163,1163,511,0,1674,0,2,0,4,8,2,396,72,36,0,0,144,0,0,185000,3,3,2,3,1,2,3,2,3,3,6,6,5,1945,1,0
565,85,13346,7,5,0,728,0,367,1095,1166,1129,0,2295,1,2,1,4,9,2,590,0,40,0,0,0,0,0,268000,2,3,2,3,1,2,2,3,3,3,1,6,25,1995,1,0
